Date,Timestamp,Viewer Count
2023-03-06,22:24:31,688
2023-03-06,22:26:31,688
2023-03-06,22:28:31,2460
2023-03-06,22:30:31,2460
2023-03-06,22:32:31,2460
2023-03-06,22:34:32,6031
2023-03-06,22:36:32,6031
2023-03-06,22:38:32,6846
2023-03-06,22:40:32,6846
2023-03-06,22:42:32,7654
2023-03-06,22:44:32,7654
2023-03-06,22:46:33,9167
2023-03-06,22:48:33,9167
2023-03-06,22:50:33,9533
2023-03-06,22:52:33,9533
2023-03-06,22:54:33,10004
2023-03-06,22:56:33,10004
2023-03-06,22:58:34,10004
2023-03-06,23:00:34,10179
2023-03-06,23:02:34,10179
2023-03-06,23:04:34,10523
2023-03-06,23:06:34,10523
2023-03-06,23:08:34,10523
2023-03-06,23:10:35,10631
2023-03-06,23:12:35,10631
2023-03-06,23:14:35,10406
2023-03-06,23:16:35,10406
2023-03-06,23:18:35,11212
2023-03-06,23:20:35,11212
2023-03-06,23:22:36,10786
2023-03-06,23:24:36,10786
2023-03-06,23:26:36,11108
2023-03-06,23:28:36,11108
2023-03-06,23:30:36,11334
2023-03-06,23:32:36,11334
2023-03-06,23:34:37,11081
2023-03-06,23:36:37,11081
2023-03-06,23:38:37,11081
2023-03-06,23:40:37,11519
2023-03-06,23:42:37,11519
2023-03-06,23:44:37,11051
2023-03-06,23:46:38,11051
2023-03-06,23:48:38,11177
2023-03-06,23:50:38,11177
2023-03-06,23:52:38,11177
2023-03-06,23:54:38,11022
2023-03-06,23:56:38,11022
2023-03-06,23:58:38,11022
2023-03-07,00:00:39,11022
2023-03-07,00:02:39,11669
2023-03-07,00:04:39,11669
2023-03-07,00:06:39,11010
2023-03-07,00:08:39,11010
2023-03-07,00:10:39,12138
2023-03-07,00:12:40,12138
2023-03-07,00:14:40,12138
2023-03-07,00:16:40,11890
2023-03-07,00:18:40,11890
2023-03-07,00:20:40,12532
2023-03-07,00:22:40,12311
2023-03-07,00:24:41,12311
2023-03-07,00:26:41,12311
2023-03-07,00:28:41,12528
2023-03-07,00:30:41,12528
2023-03-07,00:32:41,11692
2023-03-07,00:34:41,11828
2023-03-07,00:36:41,11828
2023-03-07,00:38:42,11993
2023-03-07,00:40:42,11786
2023-03-07,00:42:42,11786
2023-03-07,00:44:42,12088
2023-03-07,00:46:42,11945
2023-03-07,00:48:42,11945
2023-03-07,00:50:43,11755
2023-03-07,00:52:43,11755
2023-03-07,00:54:43,11368
2023-03-07,00:56:43,11368
2023-03-07,00:58:43,11528
2023-03-07,01:00:43,11528
2023-03-07,01:02:44,11528
2023-03-07,01:04:44,11409
2023-03-07,01:06:44,11409
2023-03-07,01:08:44,11409
2023-03-07,01:10:44,11564
2023-03-07,01:12:44,11564
2023-03-07,01:14:45,11879
2023-03-07,01:16:45,11615
2023-03-07,01:18:45,11615
2023-03-07,01:20:45,11358
2023-03-07,01:22:45,11358
2023-03-07,01:24:45,11358
2023-03-07,01:26:46,10999
2023-03-07,01:28:46,10999
2023-03-07,01:30:46,10801
2023-03-07,01:32:46,10801
2023-03-07,01:34:46,10801
2023-03-07,01:36:46,10613
2023-03-07,01:38:47,10613
2023-03-07,01:40:47,10613
2023-03-07,01:42:47,10613
2023-03-07,01:44:47,9889
2023-03-07,01:46:47,9889
2023-03-07,01:48:47,10426
2023-03-07,01:50:48,10426
2023-03-07,01:52:48,10426
2023-03-07,01:54:48,10312
2023-03-07,01:56:48,10312
2023-03-07,01:58:48,10163
2023-03-07,02:00:48,10163
2023-03-07,02:02:48,10677
2023-03-07,02:04:49,10677
2023-03-07,02:06:49,10891
2023-03-07,02:08:49,10891
2023-03-07,02:10:49,10891
2023-03-07,02:12:49,10338
2023-03-07,02:14:49,10338
2023-03-07,02:16:50,10338
2023-03-07,02:18:50,10754
