Date,Timestamp,Viewer Count
2023-03-08,22:33:30,481
2023-03-08,22:35:31,481
2023-03-08,22:37:31,481
2023-03-08,22:39:31,4378
2023-03-08,22:41:31,4378
2023-03-08,22:43:31,5539
2023-03-08,22:45:31,5539
2023-03-08,22:47:32,7026
2023-03-08,22:49:32,7826
2023-03-08,22:51:32,7826
2023-03-08,22:53:32,7826
2023-03-08,22:55:33,10096
2023-03-08,22:57:33,10096
2023-03-08,22:59:33,10568
2023-03-08,23:01:33,10568
2023-03-08,23:03:33,10568
2023-03-08,23:05:33,12076
2023-03-08,23:07:34,12076
2023-03-08,23:09:34,12076
2023-03-08,23:11:34,12076
2023-03-08,23:13:34,12329
2023-03-08,23:15:34,12329
2023-03-08,23:17:34,12765
2023-03-08,23:19:35,12765
2023-03-08,23:21:35,12765
2023-03-08,23:23:35,12944
2023-03-08,23:25:35,13116
2023-03-08,23:27:35,13116
2023-03-08,23:29:35,13312
2023-03-08,23:31:36,13312
2023-03-08,23:33:36,13312
2023-03-08,23:35:36,13645
2023-03-08,23:37:36,13645
2023-03-08,23:39:36,12712
2023-03-08,23:41:36,12712
2023-03-08,23:43:36,12712
2023-03-08,23:45:37,12712
2023-03-08,23:47:37,12357
2023-03-08,23:49:37,12357
2023-03-08,23:51:37,12079
2023-03-08,23:53:37,12079
2023-03-08,23:55:37,11941
2023-03-08,23:57:38,11941
2023-03-08,23:59:38,12212
2023-03-09,00:01:38,12212
2023-03-09,00:03:38,12212
2023-03-09,00:05:38,12212
2023-03-09,00:07:39,12212
2023-03-09,00:09:39,12212
2023-03-09,00:11:39,12071
2023-03-09,00:13:39,12071
2023-03-09,00:15:39,12071
2023-03-09,00:17:39,12319
2023-03-09,00:19:39,12319
2023-03-09,00:21:40,11992
2023-03-09,00:23:40,11827
2023-03-09,00:25:40,11827
2023-03-09,00:27:40,11827
2023-03-09,00:29:40,11827
2023-03-09,00:31:40,11622
2023-03-09,00:33:40,11622
2023-03-09,00:35:41,11622
2023-03-09,00:37:41,11817
2023-03-09,00:39:41,11518
2023-03-09,00:41:41,11518
2023-03-09,00:43:41,11518
2023-03-09,00:45:41,11323
2023-03-09,00:47:42,11323
2023-03-09,00:49:42,11452
2023-03-09,00:51:42,11452
2023-03-09,00:53:42,11192
2023-03-09,00:55:42,11192
2023-03-09,00:57:42,11531
2023-03-09,00:59:43,11531
2023-03-09,01:01:43,11185
2023-03-09,01:03:43,11185
2023-03-09,01:05:43,11048
2023-03-09,01:07:43,11226
2023-03-09,01:09:43,11226
2023-03-09,01:11:44,11226
2023-03-09,01:13:44,11089
2023-03-09,01:15:44,11089
2023-03-09,01:17:44,11089
2023-03-09,01:19:44,11089
2023-03-09,01:21:44,11089
2023-03-09,01:23:44,10471
2023-03-09,01:25:45,10865
2023-03-09,01:27:45,10865
2023-03-09,01:29:45,10653
2023-03-09,01:31:45,10653
2023-03-09,01:33:45,11104
2023-03-09,01:35:45,11104
2023-03-09,01:37:46,10891
2023-03-09,01:39:46,10891
2023-03-09,01:41:46,11005
2023-03-09,01:43:46,11005
2023-03-09,01:45:46,11005
2023-03-09,01:47:46,10778
2023-03-09,01:49:47,11227
2023-03-09,01:51:47,11227
2023-03-09,01:53:47,11027
2023-03-09,01:55:47,11027
2023-03-09,01:57:47,11027
2023-03-09,01:59:47,11171
2023-03-09,02:01:48,11171
2023-03-09,02:03:48,11171
2023-03-09,02:05:48,10834
2023-03-09,02:07:48,10834
2023-03-09,02:09:48,10834
2023-03-09,02:11:48,10948
2023-03-09,02:13:49,10948
2023-03-09,02:15:49,10749
2023-03-09,02:17:49,10749
2023-03-09,02:19:49,10749
2023-03-09,02:21:49,10513
2023-03-09,02:23:49,10513
2023-03-09,02:25:49,10694
2023-03-09,02:27:50,10694
2023-03-09,02:29:50,10444
2023-03-09,02:31:50,10861
2023-03-09,02:33:50,10861
2023-03-09,02:35:50,10542
2023-03-09,02:37:51,10542
2023-03-09,02:39:51,10382
2023-03-09,02:41:51,10382
2023-03-09,02:43:51,10382
2023-03-09,02:45:51,10382
2023-03-09,02:47:51,9595
2023-03-09,02:49:52,9950
2023-03-09,02:51:52,9950
2023-03-09,02:53:52,10161
2023-03-09,02:55:52,10161
2023-03-09,02:57:52,9701
2023-03-09,02:59:52,9701
2023-03-09,03:01:52,9589
2023-03-09,03:03:53,9401
2023-03-09,03:05:53,9401
2023-03-09,03:07:53,9401
2023-03-09,03:09:53,9218
2023-03-09,03:11:53,9218
2023-03-09,03:13:54,9218
2023-03-09,03:15:54,9377
2023-03-09,03:17:54,9377
2023-03-09,03:19:54,9224
2023-03-09,03:21:54,9224
2023-03-09,03:23:54,9224
2023-03-09,03:25:54,9016
